num_repetitions,2
data,a9a
n_pca_components,
n_all_train,46842
n_labelled_values,"[2, 3, 4, 5, 6, 7, 8, 9, 2, 3, 4, 5, 6, 7, 8, 9]"
n_unlabelled_values,"[200, 300, 400, 500, 600, 700, 800, 900, 200, 300, 400, 500, 600, 700, 800, 900]"
n_test_set,1000
n_val_set,1000
unl_to_lab_ratio,100
n_labelled,"[2, 3, 4, 5, 6, 7, 8, 9, 2, 3, 4, 5, 6, 7, 8, 9]"
n_unlabelled,"[200, 300, 400, 500, 600, 700, 800, 900, 200, 300, 400, 500, 600, 700, 800, 900]"
sl_acc,"[0.823, 0.825, 0.823, 0.839, 0.823, 0.826, 0.826, 0.839, 0.825, 0.823, 0.835, 0.823, 0.822, 0.822, 0.822, 0.822]"
ssl_acc,"[0.877, 0.873, 0.879, 0.858, 0.879, 0.875, 0.875, 0.856, 0.877, 0.878, 0.859, 0.873, 0.876, 0.875, 0.876, 0.873]"
ul_acc,"[0.624, 0.53, 0.622, 0.643, 0.653, 0.646, 0.634, 0.587, 0.585, 0.613, 0.635, 0.669, 0.655, 0.656, 0.661, 0.662]"
st_acc,"[0.822, 0.822, 0.818, 0.821, 0.824, 0.823, 0.824, 0.82, 0.822, 0.818, 0.821, 0.821, 0.818, 0.823, 0.82, 0.818]"
sl_diff_acc,"[0.05400000000000005, 0.04800000000000004, 0.05600000000000005, 0.019000000000000017, 0.05600000000000005, 0.049000000000000044, 0.049000000000000044, 0.017000000000000015, 0.052000000000000046, 0.05500000000000005, 0.02400000000000002, 0.050000000000000044, 0.05400000000000005, 0.05300000000000005, 0.05400000000000005, 0.051000000000000045]"
ul_diff_acc,"[0.253, 0.34299999999999997, 0.257, 0.21499999999999997, 0.22599999999999998, 0.22899999999999998, 0.241, 0.269, 0.29200000000000004, 0.265, 0.22399999999999998, 0.20399999999999996, 0.22099999999999997, 0.21899999999999997, 0.21499999999999997, 0.21099999999999997]"
st_diff_acc,"[0.05500000000000005, 0.051000000000000045, 0.061000000000000054, 0.03700000000000003, 0.05500000000000005, 0.052000000000000046, 0.051000000000000045, 0.03600000000000003, 0.05500000000000005, 0.06000000000000005, 0.038000000000000034, 0.052000000000000046, 0.05800000000000005, 0.052000000000000046, 0.05600000000000005, 0.05500000000000005]"
