num_repetitions,5
data,vehicleNorm
n_pca_components,
n_all_train,96528
n_labelled_values,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
n_unlabelled_values,"[40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380]"
n_test_set,1000
n_val_set,1000
unl_to_lab_ratio,20
n_labelled,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
n_unlabelled,"[40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380]"
sl_acc,"[0.825, 0.826, 0.826, 0.822, 0.835, 0.831, 0.831, 0.831, 0.84, 0.84, 0.836, 0.836, 0.836, 0.838, 0.837, 0.837, 0.837, 0.836, 0.824, 0.825, 0.824, 0.824, 0.84, 0.822, 0.841, 0.823, 0.823, 0.835, 0.823, 0.839, 0.835, 0.839, 0.823, 0.823, 0.823, 0.823, 0.824, 0.824, 0.839, 0.824, 0.824, 0.825, 0.824, 0.823, 0.837, 0.825, 0.838, 0.838, 0.826, 0.826, 0.826, 0.837, 0.838, 0.838, 0.832, 0.823, 0.823, 0.823, 0.822, 0.84, 0.823, 0.84, 0.822, 0.824, 0.824, 0.823, 0.824, 0.823, 0.823, 0.823, 0.826, 0.826, 0.825, 0.824, 0.823, 0.824, 0.823, 0.824, 0.825, 0.824, 0.825, 0.824, 0.825, 0.827, 0.827, 0.827, 0.826, 0.825, 0.825, 0.826]"
ssl_acc,"[0.893, 0.897, 0.895, 0.895, 0.885, 0.847, 0.842, 0.844, 0.863, 0.863, 0.886, 0.886, 0.885, 0.886, 0.886, 0.884, 0.884, 0.884, 0.893, 0.893, 0.893, 0.894, 0.862, 0.894, 0.862, 0.892, 0.892, 0.884, 0.892, 0.862, 0.884, 0.864, 0.892, 0.891, 0.895, 0.892, 0.893, 0.893, 0.862, 0.893, 0.893, 0.893, 0.894, 0.894, 0.884, 0.894, 0.883, 0.883, 0.894, 0.894, 0.894, 0.883, 0.883, 0.883, 0.842, 0.892, 0.892, 0.892, 0.892, 0.862, 0.893, 0.862, 0.894, 0.894, 0.895, 0.893, 0.895, 0.895, 0.894, 0.894, 0.894, 0.894, 0.893, 0.893, 0.893, 0.889, 0.891, 0.889, 0.89, 0.889, 0.889, 0.892, 0.891, 0.89, 0.89, 0.89, 0.89, 0.891, 0.891, 0.891]"
