num_repetitions,5
data,musk
n_pca_components,
n_all_train,4598
n_labelled_values,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
n_unlabelled_values,"[40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380]"
n_test_set,1000
n_val_set,1000
unl_to_lab_ratio,20
n_labelled,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
n_unlabelled,"[40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380]"
sl_acc,"[0.942, 0.916, 0.916, 0.916, 0.916, 0.849, 0.916, 0.916, 0.916, 0.916, 0.916, 0.916, 0.916, 0.915, 0.915, 0.916, 0.916, 0.916, 0.848, 0.918, 0.918, 0.918, 0.918, 0.918, 0.918, 0.918, 0.918, 0.918, 0.918, 0.918, 0.928, 0.928, 0.918, 0.918, 0.918, 0.918, 0.942, 0.916, 0.916, 0.849, 0.849, 0.849, 0.849, 0.849, 0.916, 0.916, 0.916, 0.916, 0.916, 0.916, 0.916, 0.916, 0.916, 0.849, 0.942, 0.916, 0.848, 0.916, 0.943, 0.943, 0.942, 0.942, 0.94, 0.926, 0.917, 0.916, 0.916, 0.916, 0.917, 0.917, 0.917, 0.917, 0.942, 0.849, 0.916, 0.916, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849]"
ssl_acc,"[0.958, 0.922, 0.924, 0.924, 0.922, 0.845, 0.924, 0.921, 0.922, 0.921, 0.924, 0.923, 0.923, 0.923, 0.923, 0.926, 0.921, 0.926, 0.901, 0.922, 0.922, 0.926, 0.922, 0.922, 0.922, 0.924, 0.922, 0.922, 0.922, 0.922, 0.935, 0.935, 0.925, 0.924, 0.923, 0.925, 0.958, 0.924, 0.924, 0.845, 0.845, 0.845, 0.846, 0.899, 0.922, 0.923, 0.922, 0.922, 0.922, 0.922, 0.922, 0.922, 0.924, 0.845, 0.961, 0.924, 0.896, 0.922, 0.958, 0.958, 0.958, 0.958, 0.96, 0.936, 0.922, 0.922, 0.924, 0.924, 0.925, 0.923, 0.925, 0.925, 0.961, 0.892, 0.924, 0.924, 0.845, 0.845, 0.845, 0.845, 0.846, 0.846, 0.846, 0.846, 0.846, 0.846, 0.846, 0.846, 0.846, 0.846]"
ul_acc,"[0.536, 0.536, 0.541, 0.543, 0.536, 0.536, 0.541, 0.536, 0.536, 0.536, 0.544, 0.54, 0.54, 0.54, 0.54, 0.727, 0.536, 0.726, 0.722, 0.537, 0.537, 0.725, 0.536, 0.536, 0.536, 0.538, 0.535, 0.535, 0.535, 0.535, 0.534, 0.535, 0.727, 0.542, 0.534, 0.727, 0.536, 0.707, 0.54, 0.536, 0.534, 0.537, 0.535, 0.729, 0.534, 0.526, 0.535, 0.535, 0.535, 0.535, 0.535, 0.535, 0.54, 0.535, 0.541, 0.548, 0.721, 0.534, 0.719, 0.534, 0.536, 0.536, 0.548, 0.536, 0.536, 0.536, 0.548, 0.545, 0.544, 0.536, 0.54, 0.54, 0.546, 0.722, 0.543, 0.543, 0.536, 0.549, 0.535, 0.535, 0.535, 0.535, 0.535, 0.548, 0.535, 0.535, 0.535, 0.535, 0.541, 0.541]"
